"sim","scenario","Rand","Nrct_rate","ROB_srt","bias_pattern","low_rct","unclear_rct","high_rct","low_obs","unclear_obs","high_obs","mean_true_bias","mean_abs_true_bias","bias","coverage","CIw","Rhat","bias_naive","coverage_naive","CIw_naive","R_naive","bias_rct_est","coverage_rct","CIw_rct","R_rct","bias_obs_est","coverage_obs","CIw_obs","R_rct.1"
1,"rand=1-1_rate=3_ROB=L_UH_Bias=No Bias","1-1",3,"L_UH","No Bias",0,0,0,0,0,0,0.0127291575652547,0.0314373242604488,-0.113467143821746,TRUE,0.469260384241541,1.00114895218661,-0.013590530263339,TRUE,0.236505024165344,1.00110238149469,-0.402853260669427,FALSE,0.930380040266697,1.00100019315346,0.0302070386469805,TRUE,0.243341017912064,1.00104504411673
2,"rand=1-1_rate=3_ROB=L_UH_Bias=No Bias","1-1",3,"L_UH","No Bias",0,0,0,0,0,0,-0.00567894329226363,0.0413536498625959,-0.102592352950136,TRUE,0.555881536304397,1.00098787002678,-0.0952914498789261,TRUE,0.363786918674714,1.00099061175361,0.0185609378356288,TRUE,1.25617445019452,1.00098744931319,-0.117895449695684,TRUE,0.40708210789869,1.00098730283021
3,"rand=1-1_rate=3_ROB=L_UH_Bias=No Bias","1-1",3,"L_UH","No Bias",0,0,0,0,0,0,0.0108900390974139,0.0287905675538917,-0.0391587458596447,TRUE,0.475373066883808,1.0011635975774,0.00709446821962789,TRUE,0.278522246277412,1.00106197307597,-0.018117684313872,TRUE,0.875696418246563,1.00109939867562,0.0105624758317749,TRUE,0.317885773004299,1.00098793924409
4,"rand=1-1_rate=3_ROB=L_UH_Bias=No Bias","1-1",3,"L_UH","No Bias",0,0,0,0,0,0,-0.000198807840059242,0.0396405654465504,-0.0951421289851384,TRUE,0.508348409325777,1.00098614491269,-0.0460494699089156,TRUE,0.309724918823927,1.00098620187234,-0.138046724839724,TRUE,0.86433022721993,1.00103092685865,-0.0295101426581534,TRUE,0.358224576647511,1.00098656100487
5,"rand=1-1_rate=3_ROB=L_UH_Bias=No Bias","1-1",3,"L_UH","No Bias",0,0,0,0,0,0,-0.0101161087861993,0.0281001877437467,-0.0153360433348206,TRUE,0.470773310614905,1.00150208718065,-0.00774523407125982,TRUE,0.285334833059293,1.00100036470155,0.0697850058129861,TRUE,0.677018870513467,1.00098686426801,-0.0209502797544956,TRUE,0.343773430140634,1.00098826136313
6,"rand=1-1_rate=3_ROB=L_UH_Bias=No Bias","1-1",3,"L_UH","No Bias",0,0,0,0,0,0,-0.00277524580032216,0.0366903479519717,0.103122962248602,TRUE,0.420424054346447,1.00099248902334,-0.000847171377821532,TRUE,0.363030672035325,1.00102004837401,-0.036673637428204,TRUE,0.801461594660853,1.00101221280357,0.00689767110496542,TRUE,0.450194950537887,1.0010156525004
7,"rand=1-1_rate=3_ROB=L_UH_Bias=No Bias","1-1",3,"L_UH","No Bias",0,0,0,0,0,0,-0.0121176252857036,0.0243127660831889,0.0146470484033489,TRUE,0.475384153555585,1.00103555756062,0.0268076464101554,TRUE,0.304964382166427,1.00100729288334,0.0195171470465231,TRUE,0.958850269394654,1.00099170470121,0.028907146565243,TRUE,0.342403703675938,1.00102034144931
8,"rand=1-1_rate=3_ROB=L_UH_Bias=No Bias","1-1",3,"L_UH","No Bias",0,0,0,0,0,0,0.0179217624999485,0.0320639558589536,-0.0948801715788257,TRUE,0.491918559366469,1.00098731358626,-0.0618661309443698,TRUE,0.291931335135423,1.00099512309894,0.000480701194588984,TRUE,0.764356662779052,1.00102830148979,-0.0746879923442023,TRUE,0.342995130363161,1.00100229085819
9,"rand=1-1_rate=3_ROB=L_UH_Bias=No Bias","1-1",3,"L_UH","No Bias",0,0,0,0,0,0,0.00872311186398829,0.0323148447085812,-0.166126254059766,TRUE,0.571961835261462,1.00102466280767,-0.158242755712496,FALSE,0.331871919171641,1.00101687898324,-0.287516128439428,TRUE,1.90257394181794,1.0010086695066,-0.132153297724318,TRUE,0.313478817218374,1.00102754914836
10,"rand=1-1_rate=3_ROB=L_UH_Bias=No Bias","1-1",3,"L_UH","No Bias",0,0,0,0,0,0,0.0124463429031947,0.0279557970889571,-0.0610189388947076,TRUE,0.527902520052615,1.00098740695687,-0.0565788917531809,TRUE,0.333871130322937,1.00103690793143,0.123598168061976,TRUE,0.940687423587707,1.00100899366717,-0.09570314897718,TRUE,0.385638197551688,1.00098621007132
11,"rand=1-1_rate=3_ROB=L_UH_Bias=No Bias","1-1",3,"L_UH","No Bias",0,0,0,0,0,0,0.00124441868763497,0.0348736299763591,-0.12222085967065,TRUE,0.519126152588081,1.00109492611484,-0.164082262533915,FALSE,0.335502415504537,1.00098606009346,-0.00356697131560102,TRUE,0.809538645610137,1.00105035597663,-0.197582164128759,FALSE,0.402005458253664,1.00099580149891
12,"rand=1-1_rate=3_ROB=L_UH_Bias=No Bias","1-1",3,"L_UH","No Bias",0,0,0,0,0,0,-0.0188808116594395,0.0299902746786747,-0.0215081037521947,TRUE,0.495225667614198,1.00115082961271,0.0254749337964668,TRUE,0.332969959343146,1.00102969310562,-0.0589306743105904,TRUE,0.673297591097433,1.00099828748989,0.0452346829044918,TRUE,0.423617085326963,1.00099877601457
13,"rand=1-1_rate=3_ROB=L_UH_Bias=No Bias","1-1",3,"L_UH","No Bias",0,0,0,0,0,0,0.00930235082298733,0.0378700563900902,-0.0926191386020669,TRUE,0.543585170217635,1.00101007084827,-0.137261614157093,TRUE,0.349777260373427,1.00098645668383,-0.344390307835463,TRUE,1.54326531667042,1.00104275354603,-0.0985901490151864,TRUE,0.358093818298584,1.00098880493988
14,"rand=1-1_rate=3_ROB=L_UH_Bias=No Bias","1-1",3,"L_UH","No Bias",0,0,0,0,0,0,0.00968514560489979,0.051570728883181,-0.084216511741829,TRUE,0.545668291344935,1.00099425656916,-0.140817800494338,TRUE,0.409747087981001,1.00098601390678,-0.108885864866161,TRUE,0.866814521664763,1.00118137513115,-0.147413808089566,TRUE,0.513745966235524,1.0010004694764
15,"rand=1-1_rate=3_ROB=L_UH_Bias=No Bias","1-1",3,"L_UH","No Bias",0,0,0,0,0,0,0.00246612893276312,0.0365340383192534,0.0873144874880574,TRUE,0.448598996001444,1.00100339446052,0.05042516213783,TRUE,0.303857396095553,1.00105424846243,-0.203353242016892,TRUE,0.998388757704601,1.00101319224879,0.0999419412212227,TRUE,0.32451707470374,1.00099616809259
16,"rand=1-1_rate=3_ROB=L_UH_Bias=No Bias","1-1",3,"L_UH","No Bias",0,0,0,0,0,0,0.00474458239041502,0.0371073421432534,0.0951446578119756,TRUE,0.427801721311133,1.00098779622718,0.0540261430708187,TRUE,0.290950152365464,1.0009997091221,0.218325489747486,TRUE,0.543281846696554,1.00102295547514,0.0157711672770915,TRUE,0.361396767186632,1.00099697275632
17,"rand=1-1_rate=3_ROB=L_UH_Bias=No Bias","1-1",3,"L_UH","No Bias",0,0,0,0,0,0,0.00204617954684052,0.0298167945555386,0.0280626497322195,TRUE,0.472510233566563,1.00099909538922,-0.0010938575971402,TRUE,0.303146208428759,1.00098649409911,0.088575960115557,TRUE,0.840460659796079,1.00103856762355,-0.0179587404550772,TRUE,0.355335503668223,1.00098606627261
18,"rand=1-1_rate=3_ROB=L_UH_Bias=No Bias","1-1",3,"L_UH","No Bias",0,0,0,0,0,0,0.00579821028932757,0.0264337983619279,-0.0833926086880927,TRUE,0.516683076640006,1.00098986316869,0.0020433245073308,TRUE,0.33540095092925,1.00105322376553,-0.12407670458739,TRUE,0.766623869795896,1.00116032540738,0.0244877326971958,TRUE,0.406630768776103,1.00099843332596
19,"rand=1-1_rate=3_ROB=L_UH_Bias=No Bias","1-1",3,"L_UH","No Bias",0,0,0,0,0,0,-0.00141648737273346,0.0218055570857445,-0.0529711449204742,TRUE,0.527092082271168,1.00120990998754,-0.0773803959973114,TRUE,0.376334081669976,1.00098666464674,-0.218422415467311,TRUE,0.883111491979783,1.00098610511632,-0.0455345824377467,TRUE,0.452271423172336,1.00100530582003
20,"rand=1-1_rate=3_ROB=L_UH_Bias=No Bias","1-1",3,"L_UH","No Bias",0,0,0,0,0,0,-0.00214026217986672,0.0300155971595106,0.144730543570589,TRUE,0.373882138801924,1.00112030423345,0.101230167003267,TRUE,0.247273799092884,1.00099413488592,0.0933894147210003,TRUE,0.60886757299727,1.00207358217359,0.102298233049451,TRUE,0.30175176453633,1.0009873184827
21,"rand=1-1_rate=3_ROB=L_UH_Bias=No Bias","1-1",3,"L_UH","No Bias",0,0,0,0,0,0,-0.0243067138697623,0.0325160049673829,0.095260206561686,TRUE,0.414101088228723,1.00103482167647,0.00217051495537757,TRUE,0.315498765597278,1.0009865215887,0.00194786508614475,TRUE,0.803893151435346,1.00108478951881,0.000643740382140767,TRUE,0.374676519121316,1.00099108324913
22,"rand=1-1_rate=3_ROB=L_UH_Bias=No Bias","1-1",3,"L_UH","No Bias",0,0,0,0,0,0,0.00195308669294054,0.0284953311970141,-0.0185228550086272,TRUE,0.470186149759767,1.00098648633391,0.0781110302458947,TRUE,0.253858469835859,1.00099518577484,-0.288018022772877,TRUE,0.883345717327687,1.00107758607126,0.12978593900684,TRUE,0.261705921504311,1.00098655902655
23,"rand=1-1_rate=3_ROB=L_UH_Bias=No Bias","1-1",3,"L_UH","No Bias",0,0,0,0,0,0,-0.0106173119791889,0.0226805449497112,0.0185136919315138,TRUE,0.494991520807396,1.00099218121373,0.0546397896200059,TRUE,0.338041518321575,1.00099239437159,0.0976851272175887,TRUE,0.647243742769822,1.00118322659121,0.0411641416834051,TRUE,0.429104029725522,1.00098670397065
24,"rand=1-1_rate=3_ROB=L_UH_Bias=No Bias","1-1",3,"L_UH","No Bias",0,0,0,0,0,0,0.00940061260852997,0.0292722934478083,0.045569418146154,TRUE,0.410722726291551,1.00099867954915,0.0804567416250318,TRUE,0.232849849323505,1.00099267925994,0.0850459025057211,TRUE,0.714464962031054,1.00101592764797,0.0801933288989127,TRUE,0.262422729881223,1.00100694494141
25,"rand=1-1_rate=3_ROB=L_UH_Bias=No Bias","1-1",3,"L_UH","No Bias",0,0,0,0,0,0,0.0146847958667596,0.0295620587459777,-0.237012077928013,TRUE,0.593223588325107,1.0010585699402,-0.163834768010586,TRUE,0.356623798485375,1.00098784206605,-0.259677774561565,TRUE,1.08369550648003,1.00102789862829,-0.145570613635487,TRUE,0.409834079590045,1.0010357015855
26,"rand=1-1_rate=3_ROB=L_UH_Bias=No Bias","1-1",3,"L_UH","No Bias",0,0,0,0,0,0,0.000456179434177752,0.027986678820732,-0.0760477267729345,TRUE,0.545367068370526,1.00110110189189,-0.0935626164782439,TRUE,0.373479252438243,1.00098859379755,0.00637698002456166,TRUE,0.757365248317527,1.00107994342756,-0.11778371084178,TRUE,0.471769816630399,1.00103514961039
