"sim","scenario","Rand","Nrct_rate","ROB_srt","bias_pattern","low_rct","unclear_rct","high_rct","low_obs","unclear_obs","high_obs","mean_true_bias","mean_abs_true_bias","bias","coverage","CIw","Rhat","bias_naive","coverage_naive","CIw_naive","R_naive","bias_rct_est","coverage_rct","CIw_rct","R_rct","bias_obs_est","coverage_obs","CIw_obs","R_rct.1"
1,"rand=1-1_rate=1.5_ROB=LH_Bias=No Bias","1-1",1.5,"LH","No Bias",0,0,0,0,0,0,-0.0025869188912682,0.0338490150364729,0.00745199696657795,TRUE,0.601908208517382,1.00101056879146,0.0211805631804104,TRUE,0.3805138163921,1.0010134992223,0.143464241413736,TRUE,0.495900916943322,1.00098604656607,-0.0867369551530446,TRUE,0.653733960663249,1.00098781308299
2,"rand=1-1_rate=1.5_ROB=LH_Bias=No Bias","1-1",1.5,"LH","No Bias",0,0,0,0,0,0,-0.000892701505345454,0.0229676287116632,-0.234359658666242,TRUE,0.647761960467237,1.00126299141786,-0.145677001001843,TRUE,0.427402373820503,1.00099943545982,-0.300603088703747,FALSE,0.602734716871373,1.00162649655374,-0.0326616361655028,TRUE,0.74497172775366,1.00102294192252
3,"rand=1-1_rate=1.5_ROB=LH_Bias=No Bias","1-1",1.5,"LH","No Bias",0,0,0,0,0,0,-0.00290558799998721,0.0357279219619866,-0.0543849290952862,TRUE,0.606131834950365,1.00098999680114,-0.0334724007609224,TRUE,0.39060414134802,1.00099627580594,0.014624851324752,TRUE,0.486941975015741,1.00115183694815,-0.085415321063971,TRUE,0.779156360459034,1.00098744734049
4,"rand=1-1_rate=1.5_ROB=LH_Bias=No Bias","1-1",1.5,"LH","No Bias",0,0,0,0,0,0,0.00341961691577816,0.0173459164429532,-0.0124301435051681,TRUE,0.522322055180818,1.00100505357924,0.0200452215122727,TRUE,0.308125750768283,1.00101336496997,0.0901042220677464,TRUE,0.561316046551982,1.00124100741087,-0.0183406693003076,TRUE,0.415458585860989,1.00103477237214
5,"rand=1-1_rate=1.5_ROB=LH_Bias=No Bias","1-1",1.5,"LH","No Bias",0,0,0,0,0,0,0.00801483499095799,0.0286493520657014,-0.179837041131501,TRUE,0.625616437997416,1.00103071482397,-0.0627877573396327,TRUE,0.433073909448575,1.00099080070399,-0.0844155135319029,TRUE,0.623316889397141,1.00100476333532,-0.0213752769600906,TRUE,0.793443983108876,1.00098715167378
6,"rand=1-1_rate=1.5_ROB=LH_Bias=No Bias","1-1",1.5,"LH","No Bias",0,0,0,0,0,0,0.00249678480846296,0.041320137672974,-0.25793017528526,TRUE,0.732103055623329,1.00166371201415,-0.160516963410325,TRUE,0.466884667275315,1.00099492197915,-0.421151269392328,FALSE,0.687496882085631,1.00147720201065,0.0153762078405394,TRUE,0.659855718115563,1.00102557703838
7,"rand=1-1_rate=1.5_ROB=LH_Bias=No Bias","1-1",1.5,"LH","No Bias",0,0,0,0,0,0,0.00694338705009454,0.0326497779932214,0.0565125635454693,TRUE,0.508648118031091,1.0010028989305,-0.0108969998882846,TRUE,0.332504366975258,1.00098607182018,-0.0243155245628688,TRUE,0.522809439835254,1.00215845904773,0.00302189682154241,TRUE,0.549428986517552,1.00180457667786
8,"rand=1-1_rate=1.5_ROB=LH_Bias=No Bias","1-1",1.5,"LH","No Bias",0,0,0,0,0,0,-0.00211383470676175,0.0273399631817261,0.0108824852408149,TRUE,0.573152978436959,1.00100373501015,0.0607975531322338,TRUE,0.387913193543068,1.00098636321595,0.0618691720084392,TRUE,0.49270409801099,1.00098720612613,0.0581193985699451,TRUE,0.797050319936864,1.00100362156505
9,"rand=1-1_rate=1.5_ROB=LH_Bias=No Bias","1-1",1.5,"LH","No Bias",0,0,0,0,0,0,-0.00408621344248997,0.0225248894169817,-0.152616308797248,TRUE,0.748622050720047,1.00132950514846,-0.0490610983162219,TRUE,0.390730758192243,1.00098600961613,-0.234149191639162,TRUE,0.756012440544458,1.00119151697624,0.0571310015148956,TRUE,0.449740289685452,1.00099786446906
10,"rand=1-1_rate=1.5_ROB=LH_Bias=No Bias","1-1",1.5,"LH","No Bias",0,0,0,0,0,0,-0.0113993408165497,0.0272673807632535,0.0101076486174473,TRUE,0.510997193502647,1.00102300181808,0.102159311668396,TRUE,0.326364138629903,1.00099018928601,-0.0840591838890996,TRUE,0.538950069524828,1.00099397187439,0.212649304968635,TRUE,0.464040781772895,1.00098654753764
11,"rand=1-1_rate=1.5_ROB=LH_Bias=No Bias","1-1",1.5,"LH","No Bias",0,0,0,0,0,0,0.00977501955645545,0.0241459372473587,0.242852554413455,TRUE,0.516294049341391,1.00098741687556,0.175443028923935,TRUE,0.363109339704425,1.00101937668455,0.239676897148669,TRUE,0.495049742552543,1.0011173740582,0.110875973100277,TRUE,0.701117257407734,1.00099412130288
12,"rand=1-1_rate=1.5_ROB=LH_Bias=No Bias","1-1",1.5,"LH","No Bias",0,0,0,0,0,0,0.000590298226485684,0.0243370144192,0.0925507303197262,TRUE,0.498161139837794,1.00100410944401,0.0542346111702219,TRUE,0.335602162871051,1.00117023910735,-0.0796961994441174,TRUE,0.582234501154196,1.00134927643852,0.139630405586393,TRUE,0.452435182762734,1.00099388409084
13,"rand=1-1_rate=1.5_ROB=LH_Bias=No Bias","1-1",1.5,"LH","No Bias",0,0,0,0,0,0,0.00696667730024173,0.0246668327345368,-0.0456171392626297,TRUE,0.570583253247368,1.00102387657648,-0.086078186677341,TRUE,0.387367710243065,1.00098929983642,-0.131418143571266,TRUE,0.592962789356045,1.00098704757632,-0.0503405434189887,TRUE,0.676835812196198,1.00099589406974
14,"rand=1-1_rate=1.5_ROB=LH_Bias=No Bias","1-1",1.5,"LH","No Bias",0,0,0,0,0,0,-0.012900268451718,0.019469990059176,0.133075604981148,TRUE,0.477047157774246,1.00102388768815,0.0957421935898517,TRUE,0.342026453157724,1.00102191705294,0.136975953064623,TRUE,0.446082612607834,1.00106598631884,0.059968458626448,TRUE,0.683379812025051,1.00099677712153
15,"rand=1-1_rate=1.5_ROB=LH_Bias=No Bias","1-1",1.5,"LH","No Bias",0,0,0,0,0,0,-0.000300395365821979,0.0305750694401587,0.0922575787884939,TRUE,0.538058791982751,1.00101371696403,0.0130683641168456,TRUE,0.402373959528323,1.0009951490276,0.0403892399951281,TRUE,0.563269400304179,1.00102067220514,-0.0104420970489916,TRUE,0.748053298378082,1.00100345358941
16,"rand=1-1_rate=1.5_ROB=LH_Bias=No Bias","1-1",1.5,"LH","No Bias",0,0,0,0,0,0,0.003922272729702,0.0360768205272026,0.0305948967867463,TRUE,0.522272161645744,1.00098669243277,0.067296630867459,TRUE,0.361587539415706,1.00101640978005,0.0429995932227369,TRUE,0.449817531132617,1.00144573442535,0.101869879188552,TRUE,0.738996904050103,1.0010100965967
17,"rand=1-1_rate=1.5_ROB=LH_Bias=No Bias","1-1",1.5,"LH","No Bias",0,0,0,0,0,0,0.000917769296024081,0.0235422127061067,0.114666573454052,TRUE,0.503252904700694,1.00098827152865,0.110527746536578,TRUE,0.335414785238394,1.00100210915016,0.0230809902368824,TRUE,0.477810842216714,1.00101777203142,0.167731762217584,TRUE,0.624691167406024,1.00100402721687
18,"rand=1-1_rate=1.5_ROB=LH_Bias=No Bias","1-1",1.5,"LH","No Bias",0,0,0,0,0,0,0.00340677792660645,0.0259622418909854,-0.150701113824529,TRUE,0.68018947345583,1.00100302896296,-0.210911297203139,TRUE,0.55829017730613,1.00099535955175,-0.173519994480869,TRUE,0.590950843045886,1.0009920327823,-0.258238431714206,TRUE,1.3476539611386,1.00098626775082
