"sim","scenario","Rand","Nrct_rate","ROB_srt","bias_pattern","low_rct","unclear_rct","high_rct","low_obs","unclear_obs","high_obs","mean_true_bias","mean_abs_true_bias","bias","coverage","CIw","Rhat","bias_naive","coverage_naive","CIw_naive","R_naive","bias_rct_est","coverage_rct","CIw_rct","R_rct","bias_obs_est","coverage_obs","CIw_obs","R_rct.1"
1,"rand=1-1_rate=2_ROB=LH_Bias=Rct20_NRE20-35","1-1",2,"LH","Rct20_NRE20-35",0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.300104592450338,0.216525614009087,0.216525614009087,-0.183305083987504,TRUE,0.685731047846493,1.00102388332584,-0.168028333532241,TRUE,0.476481403467879,1.00099945545677,0.0534748035004723,TRUE,0.516955382256947,1.00114803401767,-0.316741054835514,TRUE,0.804664976109428,1.00099682003185
2,"rand=1-1_rate=2_ROB=LH_Bias=Rct20_NRE20-35","1-1",2,"LH","Rct20_NRE20-35",0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.300104592450338,0.221754867068771,0.221754867068771,-0.21712058664105,TRUE,0.791968383074351,1.00102187023513,-0.212167796999081,TRUE,0.484532387008602,1.00098745298922,-0.279990604466643,TRUE,1.08451608160801,1.00100525404881,-0.183797375497371,TRUE,0.609810998795247,1.00100800673359
3,"rand=1-1_rate=2_ROB=LH_Bias=Rct20_NRE20-35","1-1",2,"LH","Rct20_NRE20-35",0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.300104592450338,0.216222633448034,0.216222633448034,-0.20628130047755,TRUE,0.638523786986994,1.0009861889868,-0.25790251849719,FALSE,0.434997010991801,1.00100418990067,-0.105454508463948,TRUE,0.826730622877164,1.00099413168387,-0.324489060907503,FALSE,0.571004180384496,1.00098788884413
4,"rand=1-1_rate=2_ROB=LH_Bias=Rct20_NRE20-35","1-1",2,"LH","Rct20_NRE20-35",0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.300104592450338,0.206528441232765,0.206528441232765,-0.23361941094202,TRUE,0.723658180916517,1.00099165097555,-0.22790366430101,FALSE,0.453371319110376,1.0010406130372,-0.0682481412669185,TRUE,0.929792585287624,1.00098913389477,-0.309365998795528,FALSE,0.567924432979851,1.00099585204831
5,"rand=1-1_rate=2_ROB=LH_Bias=Rct20_NRE20-35","1-1",2,"LH","Rct20_NRE20-35",0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.300104592450338,0.22639501086051,0.22639501086051,-0.208600043734847,TRUE,0.608292681189828,1.00098767561262,-0.193301433747708,FALSE,0.376350175770064,1.00099854362917,-0.290926824167886,TRUE,0.740970363231656,1.00114344020975,-0.159380841113127,TRUE,0.504387896706855,1.00099220880929
6,"rand=1-1_rate=2_ROB=LH_Bias=Rct20_NRE20-35","1-1",2,"LH","Rct20_NRE20-35",0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.300104592450338,0.236423019866271,0.236423019866271,-0.155035785275057,TRUE,0.589056001842607,1.00099013994094,-0.209618204345352,FALSE,0.4320138918201,1.00104086371559,-0.151936994892838,TRUE,1.39723055957033,1.00100509143967,-0.230646028329645,FALSE,0.373876701157349,1.00098636348787
7,"rand=1-1_rate=2_ROB=LH_Bias=Rct20_NRE20-35","1-1",2,"LH","Rct20_NRE20-35",0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.300104592450338,0.215996251612345,0.215996251612345,-0.325669803428717,FALSE,0.639883311498592,1.00099286472904,-0.462928223212578,FALSE,0.430494592070444,1.00107980275015,-0.150673267706365,TRUE,0.626326003343362,1.00113222095497,-0.579465262527236,FALSE,0.604032880684384,1.00098800118823
8,"rand=1-1_rate=2_ROB=LH_Bias=Rct20_NRE20-35","1-1",2,"LH","Rct20_NRE20-35",0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.300104592450338,0.217394480606334,0.217394480606334,-0.217886045225846,TRUE,0.62351771649729,1.00098824319564,-0.286882853852247,FALSE,0.385747943749568,1.00112109720133,-0.211036486183784,TRUE,0.779791763922046,1.00099548378404,-0.312666102298484,FALSE,0.495409296989928,1.00099257483904
9,"rand=1-1_rate=2_ROB=LH_Bias=Rct20_NRE20-35","1-1",2,"LH","Rct20_NRE20-35",0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.300104592450338,0.216295535886921,0.216295535886921,-0.158901599313791,TRUE,0.637339766532587,1.0009859957625,-0.18651884839086,TRUE,0.419273342065196,1.00108063159312,-0.364434266468354,FALSE,0.717776084266304,1.0009952634079,-0.119279694575346,TRUE,0.590722678072572,1.00102352305712
10,"rand=1-1_rate=2_ROB=LH_Bias=Rct20_NRE20-35","1-1",2,"LH","Rct20_NRE20-35",0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.300104592450338,0.213655221235795,0.213655221235795,-0.251794743032955,TRUE,0.689590570334879,1.00110224562148,-0.302775715387892,FALSE,0.479731107959921,1.00100071027561,-0.230353096360179,TRUE,0.712960748622756,1.0010431105562,-0.339728055786711,FALSE,0.718853200944627,1.00101784026209
11,"rand=1-1_rate=2_ROB=LH_Bias=Rct20_NRE20-35","1-1",2,"LH","Rct20_NRE20-35",0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.300104592450338,0.220405837660634,0.220405837660634,-0.32152491312713,FALSE,0.700570171345732,1.00128594153055,-0.265337458378165,FALSE,0.407908429410712,1.00102874144222,-0.247045103040327,TRUE,0.851878453241397,1.00107491087598,-0.271921784932594,FALSE,0.524142969081346,1.00098632615773
12,"rand=1-1_rate=2_ROB=LH_Bias=Rct20_NRE20-35","1-1",2,"LH","Rct20_NRE20-35",0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.300104592450338,0.211019846563204,0.211019846563204,-0.0303253300406383,TRUE,0.511656027696598,1.00100448621229,-0.155200317636002,TRUE,0.387342541492468,1.00099664710464,0.0146662401529954,TRUE,0.55030003162431,1.00099237696799,-0.23064348478517,TRUE,0.600138267947907,1.00099721505525
13,"rand=1-1_rate=2_ROB=LH_Bias=Rct20_NRE20-35","1-1",2,"LH","Rct20_NRE20-35",0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.300104592450338,0.213777888947197,0.213777888947197,-0.12519686091568,TRUE,0.618693195934847,1.00100647784606,-0.191687305799632,FALSE,0.421766330962782,1.00098982716396,-0.24174359954589,TRUE,0.766245506453214,1.00124228567233,-0.166707000912759,TRUE,0.578207886789628,1.00098826930267
14,"rand=1-1_rate=2_ROB=LH_Bias=Rct20_NRE20-35","1-1",2,"LH","Rct20_NRE20-35",0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.300104592450338,0.225906771400309,0.225906771400309,0.0516477302023227,TRUE,0.439488577001432,1.00132415578201,-0.0368846177674826,TRUE,0.28128869117917,1.00098844241091,0.158050058612155,TRUE,0.483668735785171,1.00104107325334,-0.0939795055089965,TRUE,0.351707873649303,1.00098851001205
15,"rand=1-1_rate=2_ROB=LH_Bias=Rct20_NRE20-35","1-1",2,"LH","Rct20_NRE20-35",0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.300104592450338,0.208362710903339,0.208362710903339,-0.154406232154718,TRUE,0.48021892955483,1.00098603259011,-0.177940547533336,FALSE,0.250758381654255,1.00106237897505,-0.261340373068178,TRUE,0.70454123665709,1.00103725996713,-0.163291738497746,FALSE,0.29037002946113,1.00102340650196
16,"rand=1-1_rate=2_ROB=LH_Bias=Rct20_NRE20-35","1-1",2,"LH","Rct20_NRE20-35",0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.300104592450338,0.220951428013513,0.220951428013513,-0.353855412613408,FALSE,0.702205324756261,1.00168293453991,-0.26676091078583,FALSE,0.425574851956589,1.00098822705469,-0.434522120832496,FALSE,0.825324089177019,1.00102479400164,-0.212195430633949,TRUE,0.55833757233099,1.00098855205691
17,"rand=1-1_rate=2_ROB=LH_Bias=Rct20_NRE20-35","1-1",2,"LH","Rct20_NRE20-35",0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.300104592450338,0.226935363776663,0.226935363776663,-0.121592022886347,TRUE,0.527928373606406,1.00121485921864,-0.195377342584022,FALSE,0.351474910556426,1.00101868344298,-0.0822333456917796,TRUE,0.568743281451272,1.00129262177787,-0.238163454074291,FALSE,0.501498282402834,1.00101465339852
18,"rand=1-1_rate=2_ROB=LH_Bias=Rct20_NRE20-35","1-1",2,"LH","Rct20_NRE20-35",0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.300104592450338,0.218364574733023,0.218364574733023,-0.247075103151191,TRUE,0.725768508595694,1.00125411608108,-0.257241105404639,FALSE,0.486011447313094,1.00098681185933,-0.134304736649215,TRUE,0.667121159694403,1.00101168366646,-0.308900362609186,TRUE,0.756698165570791,1.00099006559884
19,"rand=1-1_rate=2_ROB=LH_Bias=Rct20_NRE20-35","1-1",2,"LH","Rct20_NRE20-35",0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.300104592450338,0.20549074801321,0.20549074801321,-0.278296752261959,TRUE,0.689718992785123,1.00100333958614,-0.320122568035742,FALSE,0.484563919472742,1.0009961630482,-0.0643885859079814,TRUE,1.01136026710495,1.00099524861648,-0.431272530821352,FALSE,0.516558134575076,1.00102359110087
20,"rand=1-1_rate=2_ROB=LH_Bias=Rct20_NRE20-35","1-1",2,"LH","Rct20_NRE20-35",0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.300104592450338,0.214269294629225,0.214269294629225,-0.220927646230087,TRUE,0.711967157820388,1.00108144291461,-0.229948935574935,TRUE,0.472071287259468,1.00106419739216,0.119231414637941,TRUE,0.761070104766667,1.00138663376203,-0.399237189508336,FALSE,0.517167395098248,1.00100044196385
21,"rand=1-1_rate=2_ROB=LH_Bias=Rct20_NRE20-35","1-1",2,"LH","Rct20_NRE20-35",0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.300104592450338,0.209080872463536,0.209080872463536,-0.262312700147729,TRUE,0.686137447882803,1.00099216390529,-0.260648544261281,FALSE,0.455558844547578,1.00099268981707,-0.364167984534782,FALSE,0.821668630321478,1.00120535297431,-0.220295267471005,TRUE,0.627215434115764,1.00098638266553
22,"rand=1-1_rate=2_ROB=LH_Bias=Rct20_NRE20-35","1-1",2,"LH","Rct20_NRE20-35",0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.300104592450338,0.20997747706774,0.20997747706774,-0.454813916447655,FALSE,0.680961490518518,1.00101080669168,-0.408645400311126,FALSE,0.384661495045468,1.00104777451276,-0.313686949721211,FALSE,0.742732169364909,1.00099434240714,-0.437683459262091,FALSE,0.515439266015344,1.00101125544398
23,"rand=1-1_rate=2_ROB=LH_Bias=Rct20_NRE20-35","1-1",2,"LH","Rct20_NRE20-35",0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.300104592450338,0.206029739203309,0.206029739203309,-0.344572378190876,FALSE,0.650016258750823,1.0018455918353,-0.358437713186031,FALSE,0.395928032355181,1.00100016540028,-0.360452710295296,FALSE,0.794303262105239,1.00143151596908,-0.354580900312259,FALSE,0.517416544436837,1.00098610443275
24,"rand=1-1_rate=2_ROB=LH_Bias=Rct20_NRE20-35","1-1",2,"LH","Rct20_NRE20-35",0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.300104592450338,0.226984270230836,0.226984270230836,-0.336870931439692,FALSE,0.645544716606018,1.00110829557411,-0.347446140408334,FALSE,0.381422445078667,1.00101960148511,-0.24482037176478,TRUE,0.820417712450871,1.00164853654796,-0.378875494503747,FALSE,0.469859876740454,1.00099085782623
25,"rand=1-1_rate=2_ROB=LH_Bias=Rct20_NRE20-35","1-1",2,"LH","Rct20_NRE20-35",0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.300104592450338,0.207123980214387,0.207123980214387,-0.136842946761614,TRUE,0.647764058863145,1.00101197171881,-0.175267493738288,TRUE,0.451079945226295,1.00098929707929,-0.283205785492683,TRUE,0.731182027748152,1.00119737096696,-0.136372226809415,TRUE,0.649682142011714,1.00099395594662
26,"rand=1-1_rate=2_ROB=LH_Bias=Rct20_NRE20-35","1-1",2,"LH","Rct20_NRE20-35",0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.300104592450338,0.236746707483586,0.236746707483586,-0.0427718463082432,TRUE,0.511587336728807,1.0010724169071,-0.282260433696714,FALSE,0.457074906761765,1.0010021820288,-0.144488893101163,TRUE,0.722773969718209,1.00129561789817,-0.339572845244889,FALSE,0.667669169749019,1.00098921539209
27,"rand=1-1_rate=2_ROB=LH_Bias=Rct20_NRE20-35","1-1",2,"LH","Rct20_NRE20-35",0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.300104592450338,0.231029301380917,0.231029301380917,-0.0109346790033282,TRUE,0.61245300818251,1.00102293255217,-0.0738829715427318,TRUE,0.455961655121074,1.0010069741612,0.0117969080261936,TRUE,0.637455509412334,1.00111956436149,-0.123537255739397,TRUE,0.717275235513607,1.00101752024664
28,"rand=1-1_rate=2_ROB=LH_Bias=Rct20_NRE20-35","1-1",2,"LH","Rct20_NRE20-35",0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.182321556793955,0.300104592450338,0.205879714632009,0.205879714632009,-0.0982965181187203,TRUE,0.624061854184824,1.00099101053042,-0.16418403803022,TRUE,0.425213724920522,1.0010888095285,-0.1760337345469,TRUE,0.956802332911181,1.00099891277728,-0.160363171490565,TRUE,0.524454064310024,1.00098984906257
