"sim","scenario","Rand","Nrct_rate","ROB_srt","bias_pattern","low_rct","unclear_rct","high_rct","low_obs","unclear_obs","high_obs","mean_true_bias","mean_abs_true_bias","bias","coverage","CIw","Rhat","bias_naive","coverage_naive","CIw_naive","R_naive","bias_rct_est","coverage_rct","CIw_rct","R_rct","bias_obs_est","coverage_obs","CIw_obs","R_rct.1"
1,"rand=1-2_rate=2_ROB=LH_Bias=NRE strong","1-2",2,"LH","NRE strong",0,0.048790164169432,0.0953101798043249,0.048790164169432,0.182321556793955,0.300104592450338,0.0941112481286606,0.095416329324878,-0.0501046156957634,TRUE,0.591297387041392,1.00101473896749,-0.0365008476918904,TRUE,0.37889506097902,1.00099476056191,-0.0779556250618367,TRUE,0.758195620073232,1.00099862655037,-0.0167431515902519,TRUE,0.496936235515799,1.00099610824346
2,"rand=1-2_rate=2_ROB=LH_Bias=NRE strong","1-2",2,"LH","NRE strong",0,0.048790164169432,0.0953101798043249,0.048790164169432,0.182321556793955,0.300104592450338,0.118381720622161,0.119961404679016,0.0229909817418908,TRUE,0.627104799765872,1.00102481867168,-0.188488895997303,TRUE,0.504465174075213,1.00098845384298,0.11960229051876,TRUE,0.51345609275637,1.00144118184847,-0.368277179055155,FALSE,0.82180802464512,1.00099225983556
3,"rand=1-2_rate=2_ROB=LH_Bias=NRE strong","1-2",2,"LH","NRE strong",0,0.048790164169432,0.0953101798043249,0.048790164169432,0.182321556793955,0.300104592450338,0.101008591984967,0.102526297917699,-0.0398919059791474,TRUE,0.581117369333995,1.00123088297089,-0.0735779451985954,TRUE,0.385565136542677,1.00100855085272,-0.0178258485532543,TRUE,0.832850228654671,1.00098836792392,-0.0912161338851831,TRUE,0.479666940069237,1.0009891204687
4,"rand=1-2_rate=2_ROB=LH_Bias=NRE strong","1-2",2,"LH","NRE strong",0,0.048790164169432,0.0953101798043249,0.048790164169432,0.182321556793955,0.300104592450338,0.0956554505417315,0.0960880867569475,-0.0523598047079779,TRUE,0.592907847883801,1.00166294627465,-0.155578289870199,TRUE,0.388187332711164,1.00098998353679,-0.122179127672037,TRUE,0.775680704792305,1.00146797158518,-0.166023239534236,TRUE,0.505023939145117,1.00098645836579
5,"rand=1-2_rate=2_ROB=LH_Bias=NRE strong","1-2",2,"LH","NRE strong",0,0.048790164169432,0.0953101798043249,0.048790164169432,0.182321556793955,0.300104592450338,0.113105455574743,0.114564869165196,0.0595564193402121,TRUE,0.47335766949104,1.00100203642342,-0.103637785177109,TRUE,0.400137575744073,1.00106889164903,-0.0291656723688578,TRUE,0.623051115745417,1.00202600902937,-0.131743293375321,TRUE,0.573055496940116,1.00100361414151
6,"rand=1-2_rate=2_ROB=LH_Bias=NRE strong","1-2",2,"LH","NRE strong",0,0.048790164169432,0.0953101798043249,0.048790164169432,0.182321556793955,0.300104592450338,0.120164601405884,0.122599523426633,-0.108028577530521,TRUE,0.583669221399559,1.00098750181018,-0.243781099262486,FALSE,0.438914615800432,1.0009880209468,-0.319015804324765,TRUE,0.939998583047867,1.0012916709769,-0.216339492286341,TRUE,0.551384347164475,1.00098951760722
7,"rand=1-2_rate=2_ROB=LH_Bias=NRE strong","1-2",2,"LH","NRE strong",0,0.048790164169432,0.0953101798043249,0.048790164169432,0.182321556793955,0.300104592450338,0.105131372447618,0.105226172813744,0.182150708977226,TRUE,0.399623740032511,1.0010094757116,0.00906425336004446,TRUE,0.379614867336774,1.00099492612051,0.2754118399598,FALSE,0.397775138402323,1.00140773807386,-0.139157279153012,TRUE,0.579758134640471,1.00102251412623
8,"rand=1-2_rate=2_ROB=LH_Bias=NRE strong","1-2",2,"LH","NRE strong",0,0.048790164169432,0.0953101798043249,0.048790164169432,0.182321556793955,0.300104592450338,0.106111392049918,0.106801585019514,-0.0133519436930556,TRUE,0.598144612106059,1.00104000703889,-0.0364362660506399,TRUE,0.403696902084605,1.00100571079572,0.0703659557627556,TRUE,0.638981688092666,1.00099077214644,-0.0899576277683869,TRUE,0.601578784209162,1.00100232389968
9,"rand=1-2_rate=2_ROB=LH_Bias=NRE strong","1-2",2,"LH","NRE strong",0,0.048790164169432,0.0953101798043249,0.048790164169432,0.182321556793955,0.300104592450338,0.113675371746525,0.115783861451071,-0.154527502695317,TRUE,0.575035728169977,1.00098640931781,-0.135562355856848,TRUE,0.358206624777897,1.00105859079858,-0.0958685553344378,TRUE,0.63123183224816,1.00100811590986,-0.153126031813715,TRUE,0.500232192813045,1.00105209363307
10,"rand=1-2_rate=2_ROB=LH_Bias=NRE strong","1-2",2,"LH","NRE strong",0,0.048790164169432,0.0953101798043249,0.048790164169432,0.182321556793955,0.300104592450338,0.118531876392057,0.120810541652574,0.0445375398045791,TRUE,0.444108492932298,1.0009876955163,-0.107756634585947,TRUE,0.385502771794757,1.0009893633264,-0.00894694821639241,TRUE,0.602131481400279,1.00102676175179,-0.151734851562616,TRUE,0.563184869046441,1.0010087200996
