"sim","scenario","Rand","Nrct_rate","ROB_srt","bias_pattern","low_rct","unclear_rct","high_rct","low_obs","unclear_obs","high_obs","mean_true_bias","mean_abs_true_bias","bias","coverage","CIw","Rhat","bias_naive","coverage_naive","CIw_naive","R_naive","bias_rct_est","coverage_rct","CIw_rct","R_rct","bias_obs_est","coverage_obs","CIw_obs","R_rct.1"
1,"rand=1-2_rate=2_ROB=LH_Bias=Rct-NRE Moderate","1-2",2,"LH","Rct-NRE Moderate",0,0.0953101798043249,0.139761942375159,0.048790164169432,0.182321556793955,0.300104592450338,0.123340090780591,0.1250312199801,-0.0626814693250113,TRUE,0.514116088027406,1.00099098587956,-0.15009808760224,TRUE,0.352661447258802,1.00099068612172,-0.0035474126803976,TRUE,0.937199639567729,1.00098889220233,-0.198088895737609,FALSE,0.364812247997902,1.0010086859539
2,"rand=1-2_rate=2_ROB=LH_Bias=Rct-NRE Moderate","1-2",2,"LH","Rct-NRE Moderate",0,0.0953101798043249,0.139761942375159,0.048790164169432,0.182321556793955,0.300104592450338,0.116088337483258,0.117940190470983,-0.0646207011243485,TRUE,0.513608284641233,1.00098876072988,-0.191061601630971,FALSE,0.346310613992009,1.00112289178678,-0.172011551998655,TRUE,0.913004926140901,1.00098915187437,-0.197261189573302,FALSE,0.413784883642076,1.00099748679984
3,"rand=1-2_rate=2_ROB=LH_Bias=Rct-NRE Moderate","1-2",2,"LH","Rct-NRE Moderate",0,0.0953101798043249,0.139761942375159,0.048790164169432,0.182321556793955,0.300104592450338,0.119029329240018,0.119570844809828,-0.0448327095326215,TRUE,0.560908267821815,1.00098948373373,-0.188925538346658,TRUE,0.462088677262578,1.00098805671773,-0.130951694425319,TRUE,0.663967507943537,1.00107234649793,-0.214166250821072,TRUE,0.707905124501107,1.00098661256392
4,"rand=1-2_rate=2_ROB=LH_Bias=Rct-NRE Moderate","1-2",2,"LH","Rct-NRE Moderate",0,0.0953101798043249,0.139761942375159,0.048790164169432,0.182321556793955,0.300104592450338,0.124284884168771,0.125169605484976,0.0217297481589559,TRUE,0.574537519466102,1.0011151409451,-0.152612499023667,TRUE,0.465008169912007,1.00098599392318,0.0244608513576385,TRUE,0.848924237665563,1.00098881169198,-0.245686351535894,TRUE,0.620943238526766,1.0010117587971
5,"rand=1-2_rate=2_ROB=LH_Bias=Rct-NRE Moderate","1-2",2,"LH","Rct-NRE Moderate",0,0.0953101798043249,0.139761942375159,0.048790164169432,0.182321556793955,0.300104592450338,0.143718879914305,0.143718879914305,-0.292164604398455,FALSE,0.544873955079937,1.00098701525794,-0.350687180815946,FALSE,0.294872054034692,1.0010299653136,-0.283082138794482,TRUE,0.677268868512041,1.00117020339842,-0.364031035462666,FALSE,0.372975635855099,1.00099785579175
6,"rand=1-2_rate=2_ROB=LH_Bias=Rct-NRE Moderate","1-2",2,"LH","Rct-NRE Moderate",0,0.0953101798043249,0.139761942375159,0.048790164169432,0.182321556793955,0.300104592450338,0.115250342902455,0.116999813988708,-0.073614151754261,TRUE,0.619807727108171,1.00126739513041,-0.137720490004517,TRUE,0.459042357092569,1.00099922219722,0.0776213143477413,TRUE,0.841608341246982,1.00099436899849,-0.236166683495213,TRUE,0.591527505574903,1.00106634516272
7,"rand=1-2_rate=2_ROB=LH_Bias=Rct-NRE Moderate","1-2",2,"LH","Rct-NRE Moderate",0,0.0953101798043249,0.139761942375159,0.048790164169432,0.182321556793955,0.300104592450338,0.119346977099292,0.119904771508557,-0.0619059053533639,TRUE,0.519591186696468,1.00098609037414,-0.178549770683387,TRUE,0.385081841126497,1.00098671841554,-0.113487823983353,TRUE,0.579561052325714,1.00145548560858,-0.203983596845432,TRUE,0.582433937747738,1.0010325179571
8,"rand=1-2_rate=2_ROB=LH_Bias=Rct-NRE Moderate","1-2",2,"LH","Rct-NRE Moderate",0,0.0953101798043249,0.139761942375159,0.048790164169432,0.182321556793955,0.300104592450338,0.130000089757752,0.130271658751915,0.0289329076487053,TRUE,0.384425912325341,1.0009862200387,-0.113694569844576,TRUE,0.299224170861744,1.00101718750252,-0.0152523036264227,TRUE,0.646215525497208,1.00105441558573,-0.142685972240124,TRUE,0.368853571165755,1.00101806964356
9,"rand=1-2_rate=2_ROB=LH_Bias=Rct-NRE Moderate","1-2",2,"LH","Rct-NRE Moderate",0,0.0953101798043249,0.139761942375159,0.048790164169432,0.182321556793955,0.300104592450338,0.117216885089487,0.119014072860534,-0.0128577683342432,TRUE,0.509775197258483,1.00098739353875,-0.161684303482108,TRUE,0.392825702631085,1.0010477387093,-0.0249695113582091,TRUE,0.538310597202934,1.00141536397809,-0.216622763371833,TRUE,0.595919904809012,1.00099038352537
10,"rand=1-2_rate=2_ROB=LH_Bias=Rct-NRE Moderate","1-2",2,"LH","Rct-NRE Moderate",0,0.0953101798043249,0.139761942375159,0.048790164169432,0.182321556793955,0.300104592450338,0.132969808098395,0.134004005330471,-0.0392241793916854,TRUE,0.495092041526473,1.00098821655015,-0.107125967183911,TRUE,0.301738367624645,1.00100762760394,-0.107451723765249,TRUE,0.933771152207039,1.00098883790108,-0.108345503792602,TRUE,0.32280365617489,1.00108442457729
11,"rand=1-2_rate=2_ROB=LH_Bias=Rct-NRE Moderate","1-2",2,"LH","Rct-NRE Moderate",0,0.0953101798043249,0.139761942375159,0.048790164169432,0.182321556793955,0.300104592450338,0.127281586362677,0.128418579771018,-0.0504588776060633,TRUE,0.521098402970024,1.00098614759542,-0.152475622351092,TRUE,0.357794401753988,1.00098704247674,-0.0886415030197829,TRUE,0.706142412555822,1.00105703634573,-0.17262157924116,TRUE,0.466370948603783,1.00098751095095
12,"rand=1-2_rate=2_ROB=LH_Bias=Rct-NRE Moderate","1-2",2,"LH","Rct-NRE Moderate",0,0.0953101798043249,0.139761942375159,0.048790164169432,0.182321556793955,0.300104592450338,0.130500343907655,0.131435181552112,0.147307868564546,TRUE,0.470578128443608,1.00111323097926,-0.0510888842648183,TRUE,0.470500262511335,1.00101958763821,0.312427893190768,FALSE,0.431268123107211,1.00102375281093,-0.29959982614073,FALSE,0.679438565461106,1.00101699774654
13,"rand=1-2_rate=2_ROB=LH_Bias=Rct-NRE Moderate","1-2",2,"LH","Rct-NRE Moderate",0,0.0953101798043249,0.139761942375159,0.048790164169432,0.182321556793955,0.300104592450338,0.124496962641187,0.125776563085171,0.083142272458352,TRUE,0.452405891383408,1.00105706265152,-0.158297117074949,TRUE,0.469706409089741,1.00098630815129,0.0811491222236095,TRUE,0.523063288677253,1.00216674063032,-0.291394206385035,TRUE,0.753546121276126,1.00098892182111
14,"rand=1-2_rate=2_ROB=LH_Bias=Rct-NRE Moderate","1-2",2,"LH","Rct-NRE Moderate",0,0.0953101798043249,0.139761942375159,0.048790164169432,0.182321556793955,0.300104592450338,0.123922330800361,0.126049089640846,-0.257927852491489,TRUE,0.696472768173119,1.00098608620455,-0.418974661125991,FALSE,0.521440211146085,1.00098967063587,-0.199599469059952,TRUE,0.828139963649133,1.00101271295831,-0.525031822115454,FALSE,0.730777163742738,1.00098831548791
15,"rand=1-2_rate=2_ROB=LH_Bias=Rct-NRE Moderate","1-2",2,"LH","Rct-NRE Moderate",0,0.0953101798043249,0.139761942375159,0.048790164169432,0.182321556793955,0.300104592450338,0.114872472247951,0.116572166255857,-0.0490073813063645,TRUE,0.580801173855914,1.00098650013288,-0.0738912746240892,TRUE,0.403255509781742,1.00099483574862,0.0892216812661845,TRUE,0.618488198763541,1.00108377365529,-0.153608944888848,TRUE,0.573127082869828,1.00102451384393
16,"rand=1-2_rate=2_ROB=LH_Bias=Rct-NRE Moderate","1-2",2,"LH","Rct-NRE Moderate",0,0.0953101798043249,0.139761942375159,0.048790164169432,0.182321556793955,0.300104592450338,0.122204872234646,0.124037380864703,-0.0957503573260334,TRUE,0.562065519870943,1.00098646507149,-0.162980280896573,TRUE,0.365686112414828,1.00099836878184,-0.00307291031321522,TRUE,0.71518346662157,1.00116331192349,-0.216377598931624,FALSE,0.459314244614562,1.00103270743396
17,"rand=1-2_rate=2_ROB=LH_Bias=Rct-NRE Moderate","1-2",2,"LH","Rct-NRE Moderate",0,0.0953101798043249,0.139761942375159,0.048790164169432,0.182321556793955,0.300104592450338,0.126985008360947,0.128206365691652,0.0195913690848111,TRUE,0.469458226716009,1.00100311802922,-0.136995992778517,TRUE,0.426738968711585,1.00098610498899,0.168841058872555,TRUE,0.484297200425922,1.0011027891333,-0.306093154319271,FALSE,0.617079832825534,1.00100304109869
